mode,price,catchrate,d.beach,d.pier,d.private,d.charter,price.beach,price.pier,price.private,price.charter,catch.beach,catch.pier,catch.private,catch.charter,income,mode1
charter,47.87,1.0905,0,0,0,1,68.64,68.64,12.87,47.87,0.0678,0.0789,0.0897,1.0905,2.916667,4
private,47.37,0.0102,0,0,1,0,252.64,252.64,47.37,82.37,0.0678,0.0789,0.0102,0.0209,12.5,3
private,18.87,0.0143,0,0,1,0,191.216,191.216,18.87,48.37,0.0678,0.0503,0.0143,0.0289,4.583332,3
private,12.87,0.0108,0,0,1,0,68.64,68.64,12.87,47.87,0.0678,0.0025,0.0108,0.2377,2.916667,3
private,15.87,0.0143,0,0,1,0,160.816,160.816,15.87,45.37,0.0678,0.0503,0.0143,0.0289,3.75,3
private,27.87,0.0559,0,0,1,0,148.64,148.64,27.87,62.87,0.0678,0.0789,0.0559,0.6456,7.083332,3
private,15.87,0.0102,0,0,1,0,84.64,84.64,15.87,50.87,0.0678,0.0789,0.0102,0.0209,3.75,3
charter,68.87,0.0209,0,0,0,1,180.64,180.64,33.87,68.87,0.0678,0.0789,0.0102,0.0209,8.750001,4
beach,9.87,0.2537,1,0,0,0,9.87,9.87,32.9,51.4,0.2537,0.1498,0.2339,0.6288,2.083333,1
charter,53.87,1.0905,0,0,0,1,100.64,100.64,18.87,53.87,0.0678,0.0789,0.0897,1.0905,4.583332,4
private,27.87,0.0102,0,0,1,0,148.64,148.64,27.87,62.87,0.0678,0.0789,0.0102,0.0209,7.083332,3
private,27.87,0.0102,0,0,1,0,148.64,148.64,27.87,62.87,0.0678,0.0789,0.0102,0.0209,7.083332,3
private,18.87,0.0143,0,0,1,0,191.216,191.216,18.87,48.37,0.0678,0.0503,0.0143,0.0289,4.583332,3
charter,47.87,0.2377,0,0,0,1,68.64,68.64,12.87,47.87,0.0678,0.0025,0.0108,0.2377,2.916667,4
private,18.87,0.0102,0,0,1,0,100.64,100.64,18.87,53.87,0.0678,0.0789,0.0102,0.0209,4.583332,3
private,18.87,0.0143,0,0,1,0,191.216,191.216,18.87,48.37,0.0678,0.0503,0.0143,0.0289,4.583332,3
charter,59.87,1.0905,0,0,0,1,132.64,132.64,24.87,59.87,0.0678,0.0789,0.0897,1.0905,6.250001,4
charter,41.87,0.6456,0,0,0,1,36.64,36.64,6.87,41.87,0.0678,0.0789,0.0559,0.6456,1.25,4
charter,44.87,0.0209,0,0,0,1,52.64,52.64,9.87,44.87,0.0678,0.0789,0.0102,0.0209,2.083333,4
beach,12.87,0.2537,1,0,0,0,12.87,12.87,42.9,61.4,0.2537,0.1498,0.2339,0.6288,2.916667,1
pier,47.37,0.1498,0,1,0,0,47.37,47.37,157.9,176.4,0.2537,0.1498,0.2339,0.6288,12.5,2
beach,27.87,0.2537,1,0,0,0,27.87,27.87,92.9,111.4,0.2537,0.1498,0.2339,0.6288,7.083332,1
pier,18.87,0.1498,0,1,0,0,18.87,18.87,62.9,81.4,0.2537,0.1498,0.2339,0.6288,4.583332,2
charter,45.37,0.1176,0,0,0,1,160.816,160.816,15.87,45.37,0.0678,0.0503,0.0016,0.1176,3.75,4
charter,65.87,1.0905,0,0,0,1,164.64,164.64,30.87,65.87,0.0678,0.0789,0.0897,1.0905,7.916667,4
private,18.87,0.0143,0,0,1,0,191.216,191.216,18.87,48.37,0.0678,0.0503,0.0143,0.0289,4.583332,3
private,15.87,0.0102,0,0,1,0,84.64,84.64,15.87,50.87,0.0678,0.0789,0.0102,0.0209,3.75,3
charter,197.432,2.3014,0,0,0,1,24.87,24.87,172.432,197.432,0.2537,0.1498,0.6817,2.3014,6.250001,4
beach,12.87,0.2537,1,0,0,0,12.87,12.87,42.9,61.4,0.2537,0.1498,0.0082,0.0044,2.916667,1
private,21.87,0.0897,0,0,1,0,116.64,116.64,21.87,56.87,0.0678,0.0789,0.0897,1.0905,5.416667,3
pier,33.87,0.1498,0,1,0,0,33.87,33.87,112.9,131.4,0.2537,0.1498,0.2339,0.6288,8.750001,2
private,24.87,0.0016,0,0,1,0,252.016,252.016,24.87,54.37,0.0678,0.0503,0.0016,0.1176,6.250001,3
private,24.87,0.0143,0,0,1,0,252.016,252.016,24.87,54.37,0.0678,0.0503,0.0143,0.0289,6.250001,3
pier,24.87,0.1498,0,1,0,0,24.87,24.87,82.9,101.4,0.2537,0.1498,0.2339,0.6288,6.250001,2
private,18.87,0.0559,0,0,1,0,100.64,100.64,18.87,53.87,0.0678,0.0789,0.0559,0.6456,4.583332,3
charter,53.87,0.6456,0,0,0,1,100.64,100.64,18.87,53.87,0.0678,0.0789,0.0559,0.6456,4.583332,4
private,18.87,0.0559,0,0,1,0,100.64,100.64,18.87,53.87,0.0678,0.0789,0.0559,0.6456,4.583332,3
pier,6.87,0.1498,0,1,0,0,6.87,6.87,22.9,41.4,0.2537,0.1498,0.0233,0.0219,1.25,2
pier,15.87,0.1498,0,1,0,0,15.87,15.87,68.77,87.27,0.2537,0.1498,0.0233,0.0219,3.75,2
private,18.87,0.0143,0,0,1,0,221.408,221.408,18.87,48.37,0.0678,0.0503,0.0143,0.0289,4.583332,3
beach,27.87,0.2537,1,0,0,0,27.87,27.87,120.77,139.27,0.2537,0.1498,0.0233,0.0219,7.083332,1
beach,9.87,0.2537,1,0,0,0,9.87,9.87,42.77,61.27,0.2537,0.1498,0.0233,0.0219,2.083333,1
pier,9.87,0.1498,0,1,0,0,9.87,9.87,42.77,61.27,0.2537,0.1498,0.2339,0.6288,2.083333,2
pier,15.87,0.1498,0,1,0,0,15.87,15.87,68.77,87.27,0.2537,0.1498,0.0233,0.0219,3.75,2
beach,18.87,0.2537,1,0,0,0,18.87,18.87,81.77,100.27,0.2537,0.1498,0.2339,0.6288,4.583332,1
charter,56.87,0.0209,0,0,0,1,116.64,116.64,21.87,56.87,0.0678,0.0789,0.0102,0.0209,5.416667,4
beach,21.87,0.2537,1,0,0,0,21.87,21.87,72.9,91.4,0.2537,0.1498,0.2339,0.6288,5.416667,1
pier,12.87,0.1498,0,1,0,0,12.87,12.87,42.9,61.4,0.2537,0.1498,0.2339,0.6288,2.916667,2
pier,12.87,0.1498,0,1,0,0,12.87,12.87,42.9,61.4,0.2537,0.1498,0.0233,0.0219,2.916667,2
charter,56.87,1.0905,0,0,0,1,116.64,116.64,21.87,56.87,0.0678,0.0789,0.0897,1.0905,5.416667,4
charter,50.87,0.2377,0,0,0,1,84.64,84.64,15.87,50.87,0.0678,0.0025,0.0108,0.2377,3.75,4
charter,59.87,1.0905,0,0,0,1,132.64,132.64,24.87,59.87,0.0678,0.0789,0.0897,1.0905,6.250001,4
charter,44.87,0.6456,0,0,0,1,52.64,52.64,9.87,44.87,0.0678,0.0789,0.0559,0.6456,2.083333,4
private,32.9,0.2339,0,0,1,0,9.87,9.87,32.9,51.4,0.2537,0.1498,0.2339,0.6288,2.083333,3
charter,62.87,0.0209,0,0,0,1,148.64,148.64,27.87,62.87,0.0678,0.0789,0.0102,0.0209,7.083332,4
private,33.87,0.0559,0,0,1,0,180.64,180.64,33.87,68.87,0.0678,0.0789,0.0559,0.6456,8.750001,3
charter,42.37,0.1176,0,0,0,1,130.416,130.416,12.87,42.37,0.0678,0.0503,0.0016,0.1176,2.916667,4
private,21.87,0.0143,0,0,1,0,221.616,221.616,21.87,51.37,0.0678,0.0503,0.0143,0.0289,5.416667,3
pier,36.87,0.1498,0,1,0,0,36.87,36.87,122.9,141.4,0.2537,0.1498,0.2339,0.6288,9.583336,2
private,18.87,0.0732,0,0,1,0,191.216,191.216,18.87,48.37,0.0678,0.0052,0.0732,0.1726,4.583332,3
charter,47.87,0.0209,0,0,0,1,68.64,68.64,12.87,47.87,0.0678,0.0789,0.0102,0.0209,2.916667,4
pier,30.87,0.1498,0,1,0,0,30.87,30.87,102.9,121.4,0.2537,0.1498,0.2339,0.6288,7.916667,2
private,27.87,0.0143,0,0,1,0,282.416,282.416,27.87,57.37,0.0678,0.0503,0.0143,0.0289,7.083332,3
private,21.87,0.0559,0,0,1,0,116.64,116.64,21.87,56.87,0.0678,0.0789,0.0559,0.6456,5.416667,3
private,15.87,0.0897,0,0,1,0,84.64,84.64,15.87,50.87,0.0678,0.0789,0.0897,1.0905,3.75,3
charter,56.87,1.0905,0,0,0,1,116.64,116.64,21.87,56.87,0.0678,0.0789,0.0897,1.0905,5.416667,4
private,27.87,0.0559,0,0,1,0,148.64,148.64,27.87,62.87,0.0678,0.0789,0.0559,0.6456,7.083332,3
pier,18.87,0.1498,0,1,0,0,18.87,18.87,62.9,81.4,0.2537,0.1498,0.0233,0.0219,4.583332,2
charter,50.87,1.0905,0,0,0,1,84.64,84.64,15.87,50.87,0.0678,0.0789,0.0897,1.0905,3.75,4
private,18.87,0.0108,0,0,1,0,100.64,100.64,18.87,53.87,0.0678,0.0025,0.0108,0.2377,4.583332,3
private,15.87,0.0897,0,0,1,0,84.64,84.64,15.87,50.87,0.0678,0.0789,0.0897,1.0905,3.75,3
charter,72.632,2.3014,0,0,0,1,6.87,6.87,47.632,72.632,0.2537,0.1498,0.6817,2.3014,1.25,4
charter,50.87,1.0905,0,0,0,1,84.64,84.64,15.87,50.87,0.0678,0.0789,0.0897,1.0905,3.75,4
charter,47.87,0.0209,0,0,0,1,68.64,68.64,12.87,47.87,0.0678,0.0789,0.0102,0.0209,2.916667,4
charter,50.87,0.0209,0,0,0,1,84.64,84.64,15.87,50.87,0.0678,0.0789,0.0102,0.0209,3.75,4
beach,18.87,0.2537,1,0,0,0,18.87,18.87,62.9,81.4,0.2537,0.1498,0.2339,0.6288,4.583332,1
charter,45.37,0.1726,0,0,0,1,160.816,160.816,15.87,45.37,0.0678,0.0052,0.0732,0.1726,3.75,4
pier,15.87,0.1498,0,1,0,0,15.87,15.87,52.9,71.4,0.2537,0.1498,0.0233,0.0219,3.75,2
private,9.87,0.0143,0,0,1,0,100.016,100.016,9.87,39.37,0.0678,0.0503,0.0143,0.0289,2.083333,3
pier,9.87,0.1498,0,1,0,0,9.87,9.87,32.9,51.4,0.2537,0.1498,0.0233,0.0219,2.083333,2
pier,9.87,0.1498,0,1,0,0,9.87,9.87,32.9,51.4,0.2537,0.1498,0.2339,0.6288,2.083333,2
private,15.87,0.0897,0,0,1,0,84.64,84.64,15.87,50.87,0.0678,0.0789,0.0897,1.0905,3.75,3
pier,12.87,0.1498,0,1,0,0,12.87,12.87,42.9,61.4,0.2537,0.1498,0.2339,0.6288,2.916667,2
charter,44.87,0.6456,0,0,0,1,52.64,52.64,9.87,44.87,0.0678,0.0789,0.0559,0.6456,2.083333,4
pier,12.87,0.1498,0,1,0,0,12.87,12.87,42.9,61.4,0.2537,0.1498,0.0233,0.0219,2.916667,2
private,33.87,0.0102,0,0,1,0,180.64,180.64,33.87,68.87,0.0678,0.0789,0.0102,0.0209,8.750001,3
charter,41.87,0.6456,0,0,0,1,36.64,36.64,6.87,41.87,0.0678,0.0789,0.0559,0.6456,1.25,4
private,9.87,0.0897,0,0,1,0,52.64,52.64,9.87,44.87,0.0678,0.0789,0.0897,1.0905,2.083333,3
private,15.87,0.0102,0,0,1,0,84.64,84.64,15.87,50.87,0.0678,0.0789,0.0102,0.0209,3.75,3
beach,9.87,0.2537,1,0,0,0,9.87,9.87,32.9,51.4,0.2537,0.1498,0.2339,0.6288,2.083333,1
private,27.87,0.0102,0,0,1,0,148.64,148.64,27.87,62.87,0.0678,0.0789,0.0102,0.0209,7.083332,3
charter,44.87,0.0209,0,0,0,1,52.64,52.64,9.87,44.87,0.0678,0.0789,0.0102,0.0209,2.083333,4
beach,15.87,0.2537,1,0,0,0,15.87,15.87,52.9,71.4,0.2537,0.1498,0.2339,0.6288,3.75,1
private,42.87,0.0102,0,0,1,0,228.64,228.64,42.87,77.87,0.0678,0.0789,0.0102,0.0209,11.25,3
charter,47.87,0.6456,0,0,0,1,68.64,68.64,12.87,47.87,0.0678,0.0789,0.0559,0.6456,2.916667,4
charter,44.87,0.6456,0,0,0,1,52.64,52.64,9.87,44.87,0.0678,0.0789,0.0559,0.6456,2.083333,4
private,15.87,0.0143,0,0,1,0,160.816,160.816,15.87,45.37,0.0678,0.0503,0.0143,0.0289,3.75,3
private,21.87,0.0102,0,0,1,0,116.64,116.64,21.87,56.87,0.0678,0.0789,0.0102,0.0209,5.416667,3
charter,50.87,1.0905,0,0,0,1,84.64,84.64,15.87,50.87,0.0678,0.0789,0.0897,1.0905,3.75,4
pier,12.87,0.1498,0,1,0,0,12.87,12.87,42.9,61.4,0.2537,0.1498,0.0233,0.0219,2.916667,2
private,21.87,0.1082,0,0,1,0,221.616,221.616,21.87,51.37,0.0678,0.0503,0.1082,0.324,5.416667,3
charter,47.87,0.2377,0,0,0,1,68.64,68.64,12.87,47.87,0.0678,0.0025,0.0108,0.2377,2.916667,4
beach,9.87,0.2537,1,0,0,0,9.87,9.87,32.9,51.4,0.2537,0.1498,0.2339,0.6288,2.083333,1
pier,12.87,0.1498,0,1,0,0,12.87,12.87,42.9,61.4,0.2537,0.1498,0.0233,0.0219,2.916667,2
pier,3.87,0.1498,0,1,0,0,3.87,3.87,12.9,31.4,0.2537,0.1498,0.2339,0.6288,0.4166667,2
charter,56.87,0.0209,0,0,0,1,116.64,116.64,21.87,56.87,0.0678,0.0789,0.0102,0.0209,5.416667,4
charter,50.87,0.6456,0,0,0,1,84.64,84.64,15.87,50.87,0.0678,0.0789,0.0559,0.6456,3.75,4
beach,9.87,0.2537,1,0,0,0,9.87,9.87,32.9,51.4,0.2537,0.1498,0.0233,0.0219,2.083333,1
pier,9.87,0.1498,0,1,0,0,9.87,9.87,32.9,51.4,0.2537,0.1498,0.0233,0.0219,2.083333,2
charter,70.988,0.6288,0,0,0,1,43.74,43.74,52.488,70.988,0.2537,0.1498,0.2339,0.6288,5.416667,4
charter,84.74,0.6456,0,0,0,1,107.77,107.77,49.74,84.74,0.0678,0.0789,0.0559,0.6456,6.250001,4
private,42.77,0.0361,0,0,1,0,78.302,78.302,42.77,77.77,0.5333,0.0069,0.0361,0.4216,2.083333,3
charter,90.74,1.0905,0,0,0,1,120.77,120.77,55.74,90.74,0.0678,0.0789,0.0897,1.0905,7.083332,4
charter,78.74,0.2377,0,0,0,1,94.77,94.77,43.74,78.74,0.0678,0.0025,0.0108,0.2377,5.416667,4
charter,72.74,0.6456,0,0,0,1,81.77,81.77,37.74,72.74,0.0678,0.0789,0.0559,0.6456,4.583332,4
charter,61.24,0.324,0,0,0,1,134.366,134.366,31.74,61.24,0.0678,0.0503,0.1082,0.324,3.75,4
charter,60.74,0.0209,0,0,0,1,55.77,55.77,25.74,60.74,0.0678,0.0789,0.0102,0.0209,2.916667,4
private,43.74,0.0897,0,0,1,0,94.77,94.77,43.74,78.74,0.0678,0.0789,0.0897,1.0905,5.416667,3
pier,43.74,0.1498,0,1,0,0,43.74,43.74,52.488,70.988,0.2537,0.1498,0.2339,0.6288,5.416667,2
private,43.74,0.0559,0,0,1,0,94.77,94.77,43.74,78.74,0.0678,0.0789,0.0559,0.6456,5.416667,3
charter,72.74,0.0209,0,0,0,1,81.77,81.77,37.74,72.74,0.0678,0.0789,0.0102,0.0209,4.583332,4
charter,84.74,0.6456,0,0,0,1,107.77,107.77,49.74,84.74,0.0678,0.0789,0.0559,0.6456,6.250001,4
charter,55.24,0.0289,0,0,0,1,108.966,108.966,25.74,55.24,0.0678,0.0503,0.0143,0.0289,2.916667,4
pier,25.74,0.1498,0,1,0,0,25.74,25.74,30.888,49.388,0.2537,0.1498,0.0082,0.0044,2.916667,2
private,25.74,0.0732,0,0,1,0,108.966,108.966,25.74,55.24,0.0678,0.0052,0.0732,0.1726,2.916667,3
charter,78.74,0.0209,0,0,0,1,94.77,94.77,43.74,78.74,0.0678,0.0789,0.0102,0.0209,5.416667,4
beach,125.902,0.5333,1,0,0,0,125.902,125.902,68.77,103.77,0.5333,0.4522,0.2413,1.0266,3.75,1
charter,66.74,1.0905,0,0,0,1,68.77,68.77,31.74,66.74,0.0678,0.0789,0.0897,1.0905,3.75,4
private,37.74,0.0143,0,0,1,0,159.766,159.766,37.74,67.24,0.0678,0.0503,0.0143,0.0289,4.583332,3
charter,72.74,0.2377,0,0,0,1,81.77,81.77,37.74,72.74,0.0678,0.0025,0.0108,0.2377,4.583332,4
private,31.74,0.0108,0,0,1,0,68.77,68.77,31.74,66.74,0.0678,0.0025,0.0108,0.2377,3.75,3
charter,84.74,0.6456,0,0,0,1,107.77,107.77,49.74,84.74,0.0678,0.0789,0.0559,0.6456,6.250001,4
private,43.74,0.0108,0,0,1,0,94.77,94.77,43.74,78.74,0.0678,0.0025,0.0108,0.2377,5.416667,3
private,13.74,0.0559,0,0,1,0,29.77,29.77,13.74,48.74,0.0678,0.0789,0.0559,0.6456,1.25,3
private,25.74,0.0143,0,0,1,0,108.966,108.966,25.74,55.24,0.0678,0.0503,0.0143,0.0289,2.916667,3
private,6.87,0.0102,0,0,1,0,42.594,42.594,6.87,41.87,0.0678,0.0789,0.0102,0.0209,1.25,3
charter,47.87,0.6456,0,0,0,1,79.794,79.794,12.87,47.87,0.0678,0.0789,0.0559,0.6456,2.916667,4
private,9.87,0.0143,0,0,1,0,115.808,115.808,9.87,39.37,0.0678,0.0503,0.0143,0.0289,2.083333,3
private,24.87,0.0897,0,0,1,0,154.194,154.194,24.87,59.87,0.0678,0.0789,0.0897,1.0905,6.250001,3
charter,41.87,0.6456,0,0,0,1,42.594,42.594,6.87,41.87,0.0678,0.0789,0.0559,0.6456,1.25,4
beach,24.87,0.2537,1,0,0,0,24.87,24.87,107.77,126.27,0.2537,0.1498,0.0082,0.0044,6.250001,1
charter,45.37,0.1726,0,0,0,1,186.208,186.208,15.87,45.37,0.0678,0.0052,0.0732,0.1726,3.75,4
charter,44.87,0.6456,0,0,0,1,61.194,61.194,9.87,44.87,0.0678,0.0789,0.0559,0.6456,2.083333,4
pier,12.87,0.1498,0,1,0,0,12.87,12.87,55.77,74.27,0.2537,0.1498,0.2339,0.6288,2.916667,2
charter,47.87,0.6456,0,0,0,1,79.794,79.794,12.87,47.87,0.0678,0.0789,0.0559,0.6456,2.916667,4
beach,27.87,0.2537,1,0,0,0,27.87,27.87,120.77,139.27,0.2537,0.1498,0.2339,0.6288,7.083332,1
charter,47.87,1.0905,0,0,0,1,79.794,79.794,12.87,47.87,0.0678,0.0789,0.0897,1.0905,2.916667,4
private,47.37,0.0143,0,0,1,0,555.808,555.808,47.37,76.87,0.0678,0.0503,0.0143,0.0289,12.5,3
private,6.87,0.0143,0,0,1,0,80.608,80.608,6.87,36.37,0.0678,0.0503,0.0143,0.0289,1.25,3
private,39.87,0.0143,0,0,1,0,467.808,467.808,39.87,69.37,0.0678,0.0503,0.0143,0.0289,10.41667,3
beach,36.87,0.2537,1,0,0,0,36.87,36.87,159.77,178.27,0.2537,0.1498,0.2339,0.6288,9.583336,1
beach,12.87,0.2537,1,0,0,0,12.87,12.87,55.77,74.27,0.2537,0.1498,0.0082,0.0044,2.916667,1
beach,6.87,0.2537,1,0,0,0,6.87,6.87,29.77,48.27,0.2537,0.1498,0.0233,0.0219,1.25,1
charter,39.37,0.324,0,0,0,1,115.808,115.808,9.87,39.37,0.0678,0.0503,0.1082,0.324,2.083333,4
beach,12.87,0.2537,1,0,0,0,12.87,12.87,55.77,74.27,0.2537,0.1498,0.2339,0.6288,2.916667,1
private,24.87,0.0102,0,0,1,0,154.194,154.194,24.87,59.87,0.0678,0.0789,0.0102,0.0209,6.250001,3
private,18.87,0.0102,0,0,1,0,116.994,116.994,18.87,53.87,0.0678,0.0789,0.0102,0.0209,4.583332,3
beach,12.87,0.2537,1,0,0,0,12.87,12.87,55.77,74.27,0.2537,0.1498,0.2339,0.6288,2.916667,1
pier,3.87,0.1498,0,1,0,0,3.87,3.87,16.77,35.27,0.2537,0.1498,0.0233,0.0219,0.4166667,2
charter,59.87,0.6456,0,0,0,1,154.194,154.194,24.87,59.87,0.0678,0.0789,0.0559,0.6456,6.250001,4
beach,30.87,0.2537,1,0,0,0,30.87,30.87,133.77,152.27,0.2537,0.1498,0.0233,0.0219,7.916667,1
pier,3.87,0.0014,0,1,0,0,3.87,3.87,16.77,35.27,0.2537,0.0014,0.0626,0.2773,0.4166667,2
charter,56.87,0.0209,0,0,0,1,135.594,135.594,21.87,56.87,0.0678,0.0789,0.0102,0.0209,5.416667,4
charter,53.87,0.0209,0,0,0,1,116.994,116.994,18.87,53.87,0.0678,0.0789,0.0102,0.0209,4.583332,4
charter,53.87,1.0905,0,0,0,1,116.994,116.994,18.87,53.87,0.0678,0.0789,0.0897,1.0905,4.583332,4
private,47.37,0.0732,0,0,1,0,555.808,555.808,47.37,76.87,0.0678,0.0052,0.0732,0.1726,12.5,3
charter,53.87,0.0209,0,0,0,1,116.994,116.994,18.87,53.87,0.0678,0.0789,0.0102,0.0209,4.583332,4
private,33.87,0.0102,0,0,1,0,209.994,209.994,33.87,68.87,0.0678,0.0789,0.0102,0.0209,8.750001,3
private,15.87,0.0559,0,0,1,0,98.394,98.394,15.87,50.87,0.0678,0.0789,0.0559,0.6456,3.75,3
private,9.87,0.0143,0,0,1,0,115.808,115.808,9.87,39.37,0.0678,0.0503,0.0143,0.0289,2.083333,3
charter,36.37,0.324,0,0,0,1,80.608,80.608,6.87,36.37,0.0678,0.0503,0.1082,0.324,1.25,4
charter,47.87,0.0209,0,0,0,1,79.794,79.794,12.87,47.87,0.0678,0.0789,0.0102,0.0209,2.916667,4
beach,24.87,0.2537,1,0,0,0,24.87,24.87,107.77,126.27,0.2537,0.1498,0.0233,0.0219,6.250001,1
private,12.87,0.1082,0,0,1,0,151.008,151.008,12.87,42.37,0.0678,0.0503,0.1082,0.324,2.916667,3
private,21.87,0.0143,0,0,1,0,256.608,256.608,21.87,51.37,0.0678,0.0503,0.0143,0.0289,5.416667,3
private,15.87,0.0559,0,0,1,0,98.394,98.394,15.87,50.87,0.0678,0.0789,0.0559,0.6456,3.75,3
pier,12.87,0.1498,0,1,0,0,12.87,12.87,55.77,74.27,0.2537,0.1498,0.2339,0.6288,2.916667,2
beach,21.87,0.2537,1,0,0,0,21.87,21.87,94.77,113.27,0.2537,0.1498,0.0233,0.0219,5.416667,1
private,9.87,0.1082,0,0,1,0,115.808,115.808,9.87,39.37,0.0678,0.0503,0.1082,0.324,2.083333,3
charter,56.87,0.0209,0,0,0,1,135.594,135.594,21.87,56.87,0.0678,0.0789,0.0102,0.0209,5.416667,4
charter,56.87,0.6456,0,0,0,1,135.594,135.594,21.87,56.87,0.0678,0.0789,0.0559,0.6456,5.416667,4
pier,24.87,0.1498,0,1,0,0,24.87,24.87,107.77,126.27,0.2537,0.1498,0.2339,0.6288,6.250001,2
charter,47.87,1.0905,0,0,0,1,79.794,79.794,12.87,47.87,0.0678,0.0789,0.0897,1.0905,2.916667,4
private,3.87,0.0559,0,0,1,0,23.994,23.994,3.87,38.87,0.0678,0.0789,0.0559,0.6456,0.4166667,3
charter,50.87,0.0209,0,0,0,1,98.394,98.394,15.87,50.87,0.0678,0.0789,0.0102,0.0209,3.75,4
private,18.87,0.0143,0,0,1,0,221.408,221.408,18.87,48.37,0.0678,0.0503,0.0143,0.0289,4.583332,3
charter,78.196,2.3014,0,0,0,1,12.87,12.87,53.196,78.196,0.2537,0.1498,0.6817,2.3014,2.916667,4
private,6.87,0.0732,0,0,1,0,80.608,80.608,6.87,36.37,0.0678,0.0052,0.0732,0.1726,1.25,3
private,21.87,0.0143,0,0,1,0,256.608,256.608,21.87,51.37,0.0678,0.0503,0.0143,0.0289,5.416667,3
private,6.87,0.0143,0,0,1,0,80.608,80.608,6.87,36.37,0.0678,0.0503,0.0143,0.0289,1.25,3
pier,12.87,0.1498,0,1,0,0,12.87,12.87,55.77,74.27,0.2537,0.1498,0.2339,0.6288,2.916667,2
charter,140.808,0.5391,0,0,0,1,115.808,115.808,115.808,140.808,0.0678,0.0503,0.2601,0.5391,2.083333,4
beach,15.87,0.2537,1,0,0,0,15.87,15.87,68.77,87.27,0.2537,0.1498,0.2339,0.6288,3.75,1
private,33.87,0.0143,0,0,1,0,397.408,397.408,33.87,63.37,0.0678,0.0503,0.0143,0.0289,8.750001,3
private,12.87,0.0102,0,0,1,0,79.794,79.794,12.87,47.87,0.0678,0.0789,0.0102,0.0209,2.916667,3
charter,41.87,0.6456,0,0,0,1,42.594,42.594,6.87,41.87,0.0678,0.0789,0.0559,0.6456,1.25,4
private,21.87,0.1082,0,0,1,0,256.608,256.608,21.87,51.37,0.0678,0.0503,0.1082,0.324,5.416667,3
pier,3.87,0.1498,0,1,0,0,3.87,3.87,16.77,35.27,0.2537,0.1498,0.0233,0.0219,0.4166667,2
pier,21.87,0.1498,0,1,0,0,21.87,21.87,94.77,113.27,0.2537,0.1498,0.0233,0.0219,5.416667,2
private,12.87,0.0559,0,0,1,0,79.794,79.794,12.87,47.87,0.0678,0.0789,0.0559,0.6456,2.916667,3
private,27.87,0.0143,0,0,1,0,327.008,327.008,27.87,57.37,0.0678,0.0503,0.0143,0.0289,7.083332,3
private,3.87,0.0022,0,0,1,0,45.408,45.408,3.87,33.37,0.0678,0.0503,0.0022,0.324,0.4166667,3
private,121.836,0.6817,0,0,1,0,175.89,175.89,121.836,146.836,0.2537,0.1498,0.6817,2.3014,2.916667,3
beach,31.144,0.5333,1,0,0,0,31.144,31.144,70.532,105.532,0.5333,0.4522,0.0156,0.0058,1.25,1
private,31.144,0.6817,0,0,1,0,35.724,35.724,31.144,56.144,0.2537,0.1498,0.6817,2.3014,1.25,3
beach,121.836,0.5333,1,0,0,0,121.836,121.836,203.346,238.346,0.5333,0.4522,0.0156,0.0058,2.916667,1
charter,146.836,2.3014,0,0,0,1,175.89,175.89,121.836,146.836,0.2537,0.1498,0.6817,2.3014,2.916667,4
pier,93.436,0.4522,0,1,0,0,93.436,93.436,155.946,190.946,0.5333,0.4522,0.2413,1.0266,2.083333,2
private,245.256,0.6817,0,0,1,0,224.818,224.818,245.256,270.256,0.2537,0.1498,0.6817,2.3014,7.083332,3
charter,164.656,2.3014,0,0,0,1,128.018,128.018,139.656,164.656,0.2537,0.1498,0.6817,2.3014,3.75,4
charter,34.87,0.0052,0,0,0,1,57.246,57.246,9.87,34.87,0.2537,0.1498,0.0531,0.0052,2.083333,4
private,3.87,0.7369,0,0,1,0,22.446,22.446,3.87,28.87,0.2537,0.1498,0.7369,2.3101,0.4166667,3
charter,37.87,2.3014,0,0,0,1,74.646,74.646,12.87,37.87,0.2537,0.1498,0.6817,2.3014,2.916667,4
private,24.87,0.0531,0,0,1,0,144.246,144.246,24.87,49.87,0.2537,0.1498,0.0531,0.0052,6.250001,3
beach,9.87,0.5333,1,0,0,0,9.87,9.87,121.73,156.73,0.5333,0.4522,0.2413,1.0266,2.083333,1
charter,28.87,2.3014,0,0,0,1,22.446,22.446,3.87,28.87,0.2537,0.1498,0.6817,2.3014,0.4166667,4
private,12.87,0.7369,0,0,1,0,74.646,74.646,12.87,37.87,0.2537,0.1498,0.7369,2.3101,2.916667,3
beach,9.87,0.5333,1,0,0,0,9.87,9.87,121.73,156.73,0.5333,0.4522,0.2413,1.0266,2.083333,1
pier,18.87,0.4522,0,1,0,0,18.87,18.87,232.73,267.73,0.5333,0.4522,0.2413,1.0266,4.583332,2
private,27.87,0.0531,0,0,1,0,161.646,161.646,27.87,52.87,0.2537,0.1498,0.0531,0.0052,7.083332,3
charter,34.87,2.3014,0,0,0,1,57.246,57.246,9.87,34.87,0.2537,0.1498,0.6817,2.3014,2.083333,4
charter,43.87,0.0052,0,0,0,1,109.446,109.446,18.87,43.87,0.2537,0.1498,0.0531,0.0052,4.583332,4
private,12.87,0.0531,0,0,1,0,74.646,74.646,12.87,37.87,0.2537,0.1498,0.0531,0.0052,2.916667,3
